alpha_cc,alpha_Ia,g_cc,g_ratio,reduced_chi2
0.26,0.3,0.3,2.5,0.0006636562237367249
0.31999999999999995,0.27999999999999997,0.3,2.62,0.0006637604345939241
0.26,0.3,0.3,2.48,0.0006637695506954191
0.26,0.33999999999999997,0.3,2.52,0.0006641401085008434
0.33999999999999997,0.24,0.27999999999999997,2.7600000000000002,0.0006643903551860537
0.27999999999999997,0.31999999999999995,0.3,2.62,0.0006645883742259965
0.33999999999999997,0.19999999999999998,0.27999999999999997,2.66,0.0006647059803194138
0.26,0.36,0.3,2.6,0.0006648548888533405
0.36,0.21999999999999997,0.3,2.48,0.0006650138109348165
0.31999999999999995,0.21999999999999997,0.3,2.5,0.0006652184079267168
0.27999999999999997,0.26,0.3,2.46,0.0006653224047096608
0.18,0.39999999999999997,0.27999999999999997,2.7800000000000002,0.0006654088118817033
0.36,0.19999999999999998,0.3,2.44,0.0006658903596722538
0.3,0.24,0.3,2.42,0.0006659896754396311
0.33999999999999997,0.18,0.27999999999999997,2.7600000000000002,0.0006661436999658259
0.27999999999999997,0.24,0.27999999999999997,2.62,0.0006668114470652681
0.26,0.36,0.3,2.58,0.0006668657697409546
0.36,0.18,0.3,2.42,0.0006671456248421293
0.36,0.24,0.3,2.54,0.0006675517272718064
0.3,0.21999999999999997,0.27999999999999997,2.62,0.0006675786266721962
0.3,0.31999999999999995,0.3,2.58,0.0006677513509985327
0.3,0.27999999999999997,0.27999999999999997,2.74,0.0006678272525662001
0.26,0.31999999999999995,0.3,2.48,0.0006681283377454466
0.36,0.15999999999999998,0.27999999999999997,2.64,0.0006681542917612885
0.33999999999999997,0.15999999999999998,0.27999999999999997,2.68,0.0006682175730093831
0.38,0.18,0.27999999999999997,2.8000000000000003,0.0006684063387210909
0.21999999999999997,0.31999999999999995,0.27999999999999997,2.66,0.0006684277860601499
0.3,0.24,0.3,2.5,0.0006686019817334581
0.27999999999999997,0.26,0.3,2.44,0.0006686420636932445
0.33999999999999997,0.21999999999999997,0.27999999999999997,2.7,0.0006688087090927497
0.38,0.15999999999999998,0.27999999999999997,2.68,0.0006688767730761572
